Isolate name	Standardized name	Isolation	Ecological origins	wine_eco	Geographical origins	HO deletion	SSD1_allele	Ploidy	Aneuploidies	Aneuploidy_type	Zygosity	Mean coverage	Clades	Collection / Provider	Reference	heterozygosity	basename	ssd1geno	ssd1het	chr1only
DBVPG4651_1b	ABT	Tuber magnatum	Nature	Nature	Italy	yes	A	1	euploid	Euploid	homozygous	209	1. Wine/European	DBVPG collection	1	0.000202992	DBVPG4651_1b	AA	hom	FALSE
DBVPG4686	BRB	Winery	Wine	Wine	"Deruta, Perugia, Italy"	no	B	2	euploid	Euploid	heterozygous	222	1. Wine/European	DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	Peter	0.000755597	DBVPG4686	BB	hom	FALSE
DBVPG4695	BRC	"Winery surface at the beginning of Vino Santo production, Lungarotti winery"	Wine	Wine	"Torgiano, Perugia, Italy"	no	A	2	euploid	Euploid	homozygous	261	1. Wine/European	DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	Peter	0.000214448	DBVPG4695	AA	hom	FALSE
DBVPG4902	BRD	Dried sausages under oil	Unknown	Unknown	"Perugia, Italy"	no	A	2	euploid	Euploid	heterozygous	296	1. Wine/European	DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	Peter	0.000843326	DBVPG4902	AA	hom	FALSE
DBVPG4905	BRE	Fermenting grape must	Wine	Must	"Marsciano, Perugia, Italy"	no	A	2	euploid	Euploid	homozygous	291	1. Wine/European	DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	Peter	0.000179883	DBVPG4905	AA	hom	FALSE
DBVPG5760	BRF	Wine fermenter	Wine	Wine	"Production zone of Sagrantino wine, Montefalco, Foligno, Italy"	no	B	2	euploid	Euploid	heterozygous	215	1. Wine/European	DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	Peter	0.001008259	DBVPG5760	AB	het	FALSE
DBVPG5836	BRG	"Soil close to plum tree, depth: 25 cm. Agricultural soil: presence of important vegetation, some fallen fruit (plum) rotting & insects. Average T (June): [max: 26.3C / min: 13.6C]. Precipitation (June): 17.4 mm."	Soil	Soil	"District of Hamma Bouziane, Constantine, Algeria"	no	B	3	euploid	Euploid	heterozygous	271	26. Asian fermentation	DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	Peter	0.000657651	DBVPG5836	BB	hom	FALSE
DBVPG6044	AKI	Bili wine	Wine	Wine	West Africa	no	B	2	euploid	Euploid	homozygous	175	M. Mosaic	DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	Peter	0.000316112	DBVPG6044	BB	hom	FALSE
DBVPG6223	BRH	Grape must	Wine	Must	Spain	no	A	2	euploid	Euploid	homozygous	321	1. Wine/European	DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	Peter	0.000183956	DBVPG6223	AA	hom	FALSE
DBVPG6295	BSG	Grape must	Wine	Must	South Africa	no	A	2	euploid	Euploid	homozygous	246	1. Wine/European	DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	Peter	0.000203987	DBVPG6295	AA	hom	FALSE
DBVPG6302	BRK	Alpechin (waste from olive oil production)	Industrial	Industrial	Spain	no	A	2	euploid	Euploid	homozygous	220	2. Alpechin	DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	Peter	0.000323763	DBVPG6302	AA	hom	FALSE
DBVPG6350	BRL	UC Berkeley	Unknown	Unknown	USA	no	A	1	aneu;+1*11;	Gain	homozygous	184	M. Mosaic	DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	Peter	0.000223089	DBVPG6350	AA	hom	FALSE
DBVPG6590	BRM	Alcohol production tank	Distillery	Distillery	Brazil	no	A	1	euploid	Euploid	homozygous	211	7. Mosaic beer	DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	Peter	0.000256331	DBVPG6590	AA	hom	FALSE
DBVPG6693	BSI	Beer	Beer	Beer	Belgium	no	A	4	aneu;+1*1;+1*9;-1*14;	Both	heterozygous	259	11. Ale beer	DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	Peter	0.003289324	DBVPG6693	AA	hom	FALSE
DBVPG6694	BRP	Artois Peterman beer	Beer	Beer	Belgium	no	A	4	aneu;+1*1;-1*3;	Both	heterozygous	302	11. Ale beer	DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	Peter	0.003767398	DBVPG6694	AA	hom	FALSE
DBVPG6695	BRQ	Orval Trappist beer	Beer	Beer	Belgium	no	A	4	aneu;-1*1;-1*5;+2*9;-1*10;+1*13;	Both	heterozygous	331	11. Ale beer	DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	Peter	0.003349404	DBVPG6695	AA	hom	FALSE
DBVPG6696	ANA	Banana wine	Wine	Wine	Burundi	no	B	2	aneu;+1*12;	Gain	heterozygous	247	M. Mosaic	DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	Peter	0.000673639	DBVPG6696	BB	hom	FALSE
DBVPG6861	ABV	Poluted stream	Water	Water	"Tijuca forest, Rio de Janeiro, Brazil"	no	B	3	aneu;+1*1;+1*9;	Gain	heterozygous	241	8. Mixed origin	DBVPG collection	1	0.005418185	DBVPG6861	AB	het	FALSE
DBVPG6874	BRV	Human	"Human, clinical"	"Human, clinical"	USA	no	A	2	euploid	Euploid	heterozygous	277	M. Mosaic	DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	Peter	0.002627097	DBVPG6874	AA	hom	FALSE
DBVPG6876	BSA	Winery	Wine	Wine	"Frog's Leap Winery, California, USA"	no	A	2	euploid	Euploid	homozygous	342	1. Wine/European	DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	Peter	0.00022424	DBVPG6876	AA	hom	FALSE
DBVPG6877	BSB	Winery	Wine	Wine	"Sterling Winery, California, USA"	no	A	2	euploid	Euploid	homozygous	250	1. Wine/European	DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	Peter	0.000166587	DBVPG6877	AA	hom	FALSE
DBVPG6878	BSC	Winery	Wine	Wine	"Mondavi Winery, California, USA"	no	A	2	euploid	Euploid	homozygous	236	1. Wine/European	DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	Peter	0.000184321	DBVPG6878	AA	hom	FALSE
DBVPG6879	BSD	Winery	Wine	Wine	"Newton Winery, California, USA"	no	A	2	euploid	Euploid	homozygous	243	1. Wine/European	DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	Peter	0.000166773	DBVPG6879	AA	hom	FALSE
DBVPG6880	BSE	Winery	Wine	Wine	"Ridge Winery, California, USA"	no	A	2	euploid	Euploid	homozygous	254	1. Wine/European	DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	Peter	0.000186377	DBVPG6880	AA	hom	FALSE
DJ65	AVV	Palm wine	Palm wine	Palm wine	"Yoboki, Djibouti"	no	B	3	euploid	Euploid	heterozygous	307	13. African palm wine	Université de Lyon (Michel Aigle)	22	0.002100863	DJ65	BB	hom	FALSE
DJ66	BAA	Palm wine	Palm wine	Palm wine	"Yoboki, Djibouti"	no	B	3	euploid	Euploid	heterozygous	224	13. African palm wine	Université de Lyon (Michel Aigle)	22	0.001968996	DJ66	BB	hom	FALSE
DJ68	BAB	Palm wine	Palm wine	Palm wine	"Yoboki, Djibouti"	no	B	3	euploid	Euploid	heterozygous	268	13. African palm wine	Université de Lyon (Michel Aigle)	22	0.002147977	DJ68	BB	hom	FALSE
DJ70	BAC	Palm wine	Palm wine	Palm wine	"Yoboki, Djibouti"	no	B	3	euploid	Euploid	heterozygous	296	13. African palm wine	Université de Lyon (Michel Aigle)	22	0.002095076	DJ70	BB	hom	FALSE
DJ71	BAD	Palm wine	Palm wine	Palm wine	"Yoboki, Djibouti"	no	B	3	euploid	Euploid	heterozygous	260	13. African palm wine	Université de Lyon (Michel Aigle)	22	0.00209563	DJ71	BB	hom	FALSE
DJ73	BAE	Palm wine	Palm wine	Palm wine	"Yoboki, Djibouti"	no	B	3	euploid	Euploid	heterozygous	264	13. African palm wine	Université de Lyon (Michel Aigle)	22	0.002113246	DJ73	BB	hom	FALSE
DJ74	BAF	Palm wine	Palm wine	Palm wine	"Yoboki, Djibouti"	no	B	2	euploid	Euploid	heterozygous	202	13. African palm wine	Université de Lyon (Michel Aigle)	22	0.002440342	DJ74	BB	het	FALSE
Dji2-2A(a)	CFA	Palm wine	Palm wine	Palm wine	Djibouti	no	B	2	euploid	Euploid	homozygous	277	13. African palm wine	State Research Institute of Genetics and Selection of Industrial Microorganisms (Naumov G.I.)	Peter	0.000263504	Dji2_2A_a_	BB	hom	FALSE
E1-6	CRK	Wine	Wine	Wine	Italy	no	A	2	euploid	Euploid	homozygous	241	1. Wine/European	University of Basilicata (Angela Capece and Patrizia Romano)	Peter	0.000215523	E1_6	AA	hom	FALSE
E4	AIM	NA	Wine	Unknown	"Umbria, Italy"	no	A	2	euploid	Euploid	heterozygous	217	1. Wine/European	NA	12	0.00116928	E4	AA	het	FALSE
EM14S01-3B	CEG	Soil	Soil	Soil	Taiwan	no	A	2	euploid	Euploid	homozygous	226	17. Taiwanese	State Research Institute of Genetics and Selection of Industrial Microorganisms (Naumov G.I.)	25	0.000281411	EM14S01_3B	AA	hom	FALSE
EM93_3	ACA	Rotting fig	Fruit	Fruit	"California, USA"	yes	A	1	euploid	Euploid	homozygous	230	M. Mosaic	Kruglyak Laboratory	1	0.00015241	EM93_3	AA	hom	FALSE
EN14S01	AMH	Soil	Soil	Soil	"Sinyi, Nantou, Taiwan"	no	A	2	euploid	Euploid	homozygous	228	17. Taiwanese	National Hsinchu University of Education (Ching-Fu Lee)	25	0.000269848	EN14S01	AA	hom	FALSE
ES2M03	AMF	Fruiting body of Russula sp.	Fruit	Fruit	"Dongpu, Sinyi Township, Nantou, Taiwan"	no	B	2	euploid	Euploid	homozygous	195	NA	National Hsinchu University of Education (Ching-Fu Lee)	25	0.00036154	ES2M03	BB	hom	FALSE
ES2M03-7A	CEH	Fruiting body of Russula sp.	Fruit	Fruit	Taiwan	no	B	2	euploid	Euploid	homozygous	250	NA	State Research Institute of Genetics and Selection of Industrial Microorganisms (Naumov G.I.)	Peter	0.000371852	ES2M03_7A	BB	hom	FALSE
ES4M07	AMD	Fruiting body of Geastrum sp.	Fruit	Fruit	"Dongpu, Sinyi Township, Nantou, Taiwan"	no	B	2	euploid	Euploid	homozygous	223	NA	National Hsinchu University of Education (Ching-Fu Lee)	25	0.000366197	ES4M07	BB	hom	FALSE
EXF-3387	BEP	Homemade apple vingar	Unknown	Unknown	"Ljubljana, Slovenia"	no	A	2	euploid	Euploid	heterozygous	236	1. Wine/European	"University of Ljubljana, Biotech Facility dept. Biology Ljubljana, Slovenia (Gunde-Cimerman N.)"	Peter	0.000533207	EXF_3387	AA	hom	FALSE
EXF-4126	BEQ	Dry wine-berry selection	Wine	Fruit	"Ljubljana, Slovenia"	no	A	2	euploid	Euploid	heterozygous	240	1. Wine/European	"University of Ljubljana, Biotech Facility dept. Biology Ljubljana, Slovenia (Gunde-Cimerman N.)"	Peter	0.001331647	EXF_4126	AA	het	FALSE
EXF-5042	BER	Straw broom sink cleaning after grape pressing	Wine	Wine	Slovenia	no	A	2	euploid	Euploid	heterozygous	251	1. Wine/European	"University of Ljubljana, Biotech Facility dept. Biology Ljubljana, Slovenia (Gunde-Cimerman N.)"	Peter	0.00034191	EXF_5042	AA	hom	FALSE
EXF-5046	BES	Grapes	Wine	Fruit	Slovenia	no	A	2	euploid	Euploid	heterozygous	238	1. Wine/European	"University of Ljubljana, Biotech Facility dept. Biology Ljubljana, Slovenia (Gunde-Cimerman N.)"	Peter	0.000353863	EXF_5046	AA	hom	FALSE
EXF-5247	BET	Seawater in harbour	Water	Water	"Koper, Slovenia"	no	A	2	euploid	Euploid	homozygous	236	1. Wine/European	"University of Ljubljana, Biotech Facility dept. Biology Ljubljana, Slovenia (Gunde-Cimerman N.)"	Peter	0.000201694	EXF_5247	AA	hom	FALSE
EXF-5248	BEV	Seawater in harbour	Water	Water	"Koper, Slovenia"	no	A	2	euploid	Euploid	homozygous	190	1. Wine/European	"University of Ljubljana, Biotech Facility dept. Biology Ljubljana, Slovenia (Gunde-Cimerman N.)"	Peter	0.000197881	EXF_5248	AA	hom	FALSE
EXF-5284	BFA	Soil below rotten apple	Soil	Soil	Slovenia	no	B	2	euploid	Euploid	homozygous	279	NA	"University of Ljubljana, Biotech Facility dept. Biology Ljubljana, Slovenia (Gunde-Cimerman N.)"	Peter	0.000345312	EXF_5284	BB	hom	FALSE
EXF-5287	BFB	Plum	Nature	Nature	Slovenia	no	A	2	euploid	Euploid	heterozygous	213	1. Wine/European	"University of Ljubljana, Biotech Facility dept. Biology Ljubljana, Slovenia (Gunde-Cimerman N.)"	Peter	0.000846735	EXF_5287	AA	het	FALSE
EXF-5295	BFC	Kefyr	Fermentation	Fermentation	Slovenia	no	A	2	euploid	Euploid	homozygous	231	1. Wine/European	"University of Ljubljana, Biotech Facility dept. Biology Ljubljana, Slovenia (Gunde-Cimerman N.)"	Peter	0.000171168	EXF_5295	AA	hom	FALSE
EXF-5297	BFD	Mashed pears	Fruit	Fruit	Slovenia	no	A	2	euploid	Euploid	homozygous	270	1. Wine/European	"University of Ljubljana, Biotech Facility dept. Biology Ljubljana, Slovenia (Gunde-Cimerman N.)"	Peter	0.000268933	EXF_5297	AA	hom	FALSE
EXF-5734	BFE	Spoiled gooseberry juice	Industrial	Industrial	NA	no	B	4	aneu;-1*14;	Loss	heterozygous	270	8. Mixed origin	"University of Ljubljana, Biotech Facility dept. Biology Ljubljana, Slovenia (Gunde-Cimerman N.)"	Peter	0.006259133	EXF_5734	AB	het	FALSE
EXF-5869	BFG	Rotten wood	Nature	Nature	NA	no	B	4	euploid	Euploid	heterozygous	199	8. Mixed origin	"University of Ljubljana, Biotech Facility dept. Biology Ljubljana, Slovenia (Gunde-Cimerman N.)"	Peter	0.006248997	EXF_5869	AB	het	FALSE
EXF-5871	BFH	Homemade cheese	Dairy	Dairy	Slovenia	no	A	2	euploid	Euploid	heterozygous	258	5. French dairy	"University of Ljubljana, Biotech Facility dept. Biology Ljubljana, Slovenia (Gunde-Cimerman N.)"	Peter	0.002510765	EXF_5871	AA	hom	FALSE
EXF-6761	BFK	Quercus cerris	Tree	Tree	Slovenia	no	A	2	euploid	Euploid	homozygous	296	1. Wine/European	"University of Ljubljana, Biotech Facility dept. Biology Ljubljana, Slovenia (Gunde-Cimerman N.)"	Peter	0.00018591	EXF_6761	AA	hom	FALSE
EXF-6780	BFL	Quercus petrea	Tree	Tree	Slovenia	no	B	2	euploid	Euploid	homozygous	300	NA	"University of Ljubljana, Biotech Facility dept. Biology Ljubljana, Slovenia (Gunde-Cimerman N.)"	Peter	0.000343757	EXF_6780	BB	hom	FALSE
EXF-6835	BFM	"Petrol station, oil contaminated asphalt"	Industrial	Industrial	Slovenia	no	B	4	aneu;-1*13;-1*16;	Loss	heterozygous	77	8. Mixed origin	"University of Ljubljana, Biotech Facility dept. Biology Ljubljana, Slovenia (Gunde-Cimerman N.)"	Peter	0.006231141	EXF_6835	AB	het	FALSE
EXF-7145	BFN	Quercus robur	Tree	Tree	Serbia	no	A	2	aneu;+1*10;	Gain	heterozygous	49	5. French dairy	"University of Ljubljana, Biotech Facility dept. Biology Ljubljana, Slovenia (Gunde-Cimerman N.)"	Peter	0.003029609	EXF-7145	AA	het	FALSE
EXF-7197	BFP	Quercus sp.	Tree	Tree	Montenegro	no	A	2	euploid	Euploid	homozygous	231	4. Mediterranean oak	"University of Ljubljana, Biotech Facility dept. Biology Ljubljana, Slovenia (Gunde-Cimerman N.)"	Peter	0.000283428	EXF_7197	AA	hom	FALSE
FIMA_3	CRD	Wine	Wine	Wine	Italy	no	A	2	euploid	Euploid	homozygous	137	1. Wine/European	University of Basilicata (Angela Capece and Patrizia Romano)	Peter	0.000161614	FIMA_3	AA	het	FALSE
FTPW3	CPT	Palm wine	Palm wine	Palm wine	Burkina Faso	no	B	2	aneu;+1*9;	Gain	heterozygous	207	13. African palm wine	Université de Lyon (Michel Aigle)	22	0.000817314	FTPW3	BB	hom	FALSE
FTPW32	CQA	Palm wine	Palm wine	Palm wine	Burkina Faso	no	B	2	euploid	Euploid	heterozygous	246	13. African palm wine	Université de Lyon (Michel Aigle)	22	0.000410623	FTPW32	BB	hom	FALSE
FTPW35	CQB	Palm wine	Palm wine	Palm wine	Burkina Faso	no	B	2	euploid	Euploid	heterozygous	264	13. African palm wine	Université de Lyon (Michel Aigle)	22	0.000766848	FTPW35	BB	hom	FALSE
FTPW4	CPS	Palm wine	Palm wine	Palm wine	Burkina Faso	no	B	3	euploid	Euploid	heterozygous	219	13. African palm wine	Université de Lyon (Michel Aigle)	22	0.002113371	FTPW4	BB	het	FALSE
GE14S01-7B	CEI	Soil	Soil	Soil	Taiwan	no	A	2	euploid	Euploid	homozygous	193	17. Taiwanese	State Research Institute of Genetics and Selection of Industrial Microorganisms (Naumov G.I.)	25	0.000286812	GE14S01_7B	AA	hom	FALSE
HE001	BCB	Human feces	Human	Human	French Guiana	no	A	2	euploid	Euploid	heterozygous	218	10. French Guiana human	Institut Pasteur (Christophe d'Enfert and Marie-Elisabeth Bougnoux)	20	0.001128882	HE001	AA	het	FALSE
HE004	BCC	Human feces	Human	Human	French Guiana	no	A	2	euploid	Euploid	heterozygous	112	10. French Guiana human	Institut Pasteur (Christophe d'Enfert and Marie-Elisabeth Bougnoux)	20	0.001148114	HE004	AA	het	FALSE
HE005	BCD	Human feces	Human	Human	French Guiana	no	A	2	euploid	Euploid	heterozygous	233	10. French Guiana human	Institut Pasteur (Christophe d'Enfert and Marie-Elisabeth Bougnoux)	20	0.001201118	HE005	AA	hom	FALSE
HE006	BCE	Human feces	Human	Human	French Guiana	no	A	2	euploid	Euploid	heterozygous	190	10. French Guiana human	Institut Pasteur (Christophe d'Enfert and Marie-Elisabeth Bougnoux)	20	0.000965776	HE006	AA	het	FALSE
HE007	BCF	Human feces	Human	Human	French Guiana	no	A	2	euploid	Euploid	heterozygous	224	10. French Guiana human	Institut Pasteur (Christophe d'Enfert and Marie-Elisabeth Bougnoux)	20	0.000986312	HE007	AA	hom	FALSE
HE008	BCG	Human feces	Human	Human	French Guiana	no	A	2	euploid	Euploid	heterozygous	230	10. French Guiana human	Institut Pasteur (Christophe d'Enfert and Marie-Elisabeth Bougnoux)	20	0.001044493	HE008	AA	hom	FALSE
HE009	BCH	Human feces	Human	Human	French Guiana	no	A	2	euploid	Euploid	heterozygous	242	10. French Guiana human	Institut Pasteur (Christophe d'Enfert and Marie-Elisabeth Bougnoux)	20	0.000986814	HE009	AA	het	FALSE
HE010	BCI	Human feces	Human	Human	French Guiana	no	A	2	aneu;+1*4;	Gain	heterozygous	217	10. French Guiana human	Institut Pasteur (Christophe d'Enfert and Marie-Elisabeth Bougnoux)	20	0.001116482	HE010	AA	hom	FALSE
HE011	BCK	Human feces	Human	Human	French Guiana	no	A	2	euploid	Euploid	heterozygous	238	10. French Guiana human	Institut Pasteur (Christophe d'Enfert and Marie-Elisabeth Bougnoux)	20	0.001197813	HE011	AA	hom	FALSE
HE012	BCL	Human feces	Human	Human	French Guiana	no	A	2	euploid	Euploid	heterozygous	230	10. French Guiana human	Institut Pasteur (Christophe d'Enfert and Marie-Elisabeth Bougnoux)	20	0.000926799	HE012	AA	het	FALSE
HE013	BCM	Human feces	Human	Human	French Guiana	no	A	2	euploid	Euploid	heterozygous	207	10. French Guiana human	Institut Pasteur (Christophe d'Enfert and Marie-Elisabeth Bougnoux)	20	0.000915778	HE013	AA	hom	FALSE
HE015	BCN	Human feces	Human	Human	French Guiana	no	A	1	euploid	Euploid	homozygous	213	10. French Guiana human	Institut Pasteur (Christophe d'Enfert and Marie-Elisabeth Bougnoux)	20	0.00032524	HE015	AA	hom	FALSE
HE016	BCP	Human feces	Human	Human	French Guiana	no	A	2	euploid	Euploid	heterozygous	192	10. French Guiana human	Institut Pasteur (Christophe d'Enfert and Marie-Elisabeth Bougnoux)	20	0.000988744	HE016	AA	hom	FALSE
HE020	BCQ	Human	Human	Human	French Guiana	no	A	2	euploid	Euploid	heterozygous	226	10. French Guiana human	Institut Pasteur (Christophe d'Enfert and Marie-Elisabeth Bougnoux)	20	0.000951437	HE020	AA	hom	FALSE
HN10	BAM	Rotten wood	Nature	Nature	"Wuzhi Mountain, Hainan province, China"	no	B	2	euploid	Euploid	homozygous	221	14. CHNIII	Chinese Academy of Sciences (Feng-Yan Bai)	24	0.000388343	HN10	BB	hom	FALSE
HN15	BAN	Rotten wood	Nature	Nature	"Wuzhi Mountain, Hainan province, China"	no	B	2	euploid	Euploid	homozygous	225	20. CHN V	Chinese Academy of Sciences (Feng-Yan Bai)	24	0.000352571	HN15	BB	hom	FALSE
HN16	BAP	Soil	Soil	Soil	"Wuzhi Mountain, Hainan province, China"	no	B	2	euploid	Euploid	homozygous	223	20. CHN V	Chinese Academy of Sciences (Feng-Yan Bai)	24	0.00033484	HN16	BB	hom	FALSE
HN19	BAQ	Bark from tree in Fagaceae family	Tree	Tree	"Wuzhi Mountain, Hainan province, China"	no	B	2	euploid	Euploid	homozygous	236	14. CHNIII	Chinese Academy of Sciences (Feng-Yan Bai)	24	0.000318323	HN19	BB	hom	FALSE
HN6	BAL	Rotten wood	Nature	Nature	"Bawangling Mountain, Hainan province, China"	no	A	2	euploid	Euploid	homozygous	237	16. CHNI	Chinese Academy of Sciences (Feng-Yan Bai)	24	0.00028318	HN6	AA	hom	FALSE
ho_SB	CFB	Wine	Wine	Wine	Bordeaux	no	A	2	aneu;+2*9;	Gain	homozygous	260	1. Wine/European	"BioLaffort ISVV EA Enology Université de Bordeaux, France (Marullo P.)"	Peter	0.000204999	ho_SB	AA	hom	FALSE
I14_1b	ACS	Vineyard soil	Wine	Vineyard	Italy	yes	A	1	euploid	Euploid	homozygous	238	M. Mosaic	Kruglyak Laboratory	1	0.000339089	I14_1b	AA	hom	FALSE
IFO_0289:4-3(b)	CEV	Moromi of Chinese wine kaoliangchiu	Distillery	Distillery	China	yes	B	1	euploid	Euploid	homozygous	564	26. Asian fermentation	State Research Institute of Genetics and Selection of Industrial Microorganisms (Naumov G.I.)	Peter	0.000222827	IFO_0289_4_3_b	BB	hom	FALSE
IFO_0877:6-1	CCP	Quercus sp.	Tree	Tree	Japan	no	B	2	euploid	Euploid	homozygous	205	NA	State Research Institute of Genetics and Selection of Industrial Microorganisms (Naumov G.I.)	Peter	0.000339987	IFO_0877_6_1	BB	hom	FALSE
IL_01_b	ADD	Soil	Soil	Soil	"Illinois, USA"	yes	A	1	euploid	Euploid	homozygous	225	1. Wine/European	Kruglyak Laboratory	1	0.00018094	IL_01_b	AA	hom	FALSE
IMB-53	BBL	"Beetle Mimela aurata (Coleoptera, Rutelinae)"	Insect	Insect	"Platanus orientalis forest, in Belasista Mountain, near Kamena Village in Bulgaria"	no	B	2	aneu;+1*5;+1*8;+1*9;+1*12;+1*14;	Gain	homozygous	296	M. Mosaic	Bulgarian Academy of Science (Dilnora Gouliamova)	Peter	0.000289385	IMB_53	BB	hom	FALSE
IY_03-5-26-5-1-1_(1)	AMC	Chauliodes pectinicornis (female) - Corydalidae	Insect	Insect	"Louisiana, USA"	no	B	2	euploid	Euploid	homozygous	212	NA	Louisiana State University (Meredith Blackwell)	26	0.000348064	IY_03_5_26_5_1_1_1	BB	hom	FALSE
IY_03-5-30-1-1-1_(1)	AMB	Chauliodes pectinicornis (male) - Corydalidae	Insect	Insect	"Louisiana, USA"	no	B	2	euploid	Euploid	homozygous	208	NA	Louisiana State University (Meredith Blackwell)	26	0.000355087	IY_03_5_30_1_1_1_1	BB	hom	FALSE
JCM_2985-4B	CEK	Fermented fish	Fermentation	Fermentation	Tailand	no	B	2	euploid	Euploid	homozygous	235	26. Asian fermentation	State Research Institute of Genetics and Selection of Industrial Microorganisms (Naumov G.I.)	Peter	0.000247815	JCM_2985_4B	BB	hom	FALSE
JCM_3529-7B	CEL	Fermented shrimp	Fermentation	Fermentation	Tailand	no	B	2	euploid	Euploid	homozygous	292	26. Asian fermentation	State Research Institute of Genetics and Selection of Industrial Microorganisms (Naumov G.I.)	Peter	0.000261552	JCM_3529_7B	BB	hom	FALSE
K1_1	ADN	Sake	Sake	Sake	Japan	yes	B	1	euploid	Euploid	homozygous	207	25. Sake	Kruglyak Laboratory	1	0.000255495	K1_1	BB	hom	FALSE
K10	CLL	Sake	Sake	Sake	Japan	no	B	2	euploid	Euploid	heterozygous	188	25. Sake	Washington University School of Medicine (Justin C Fay)	5	0.000389779	K10	BB	hom	FALSE
K12	AKL	Sake	Sake	Sake	Japan	no	B	2	euploid	Euploid	heterozygous	242	26. Asian fermentation	Washington University School of Medicine (Justin C Fay)	Peter	0.001359264	K12	BB	hom	FALSE
K12_2	ADQ	Sake (shochu)	Sake	Sake	Japan	yes	B	1	euploid	Euploid	homozygous	208	25. Sake	Kruglyak Laboratory	1	0.000252057	K12_2	BB	hom	FALSE
K13	CLM	Sake	Sake	Sake	Japan	no	B	2	aneu;+1*3;	Gain	heterozygous	277	25. Sake	Washington University School of Medicine (Justin C Fay)	5	0.000488462	K13	BB	hom	FALSE
K14	CLN	Sake	Sake	Sake	Japan	no	B	2	euploid	Euploid	homozygous	207	25. Sake	Washington University School of Medicine (Justin C Fay)	5	0.000315061	K14	BB	hom	FALSE
K15	CLP	Sake	Sake	Sake	Japan	no	B	2	euploid	Euploid	heterozygous	220	25. Sake	Washington University School of Medicine (Justin C Fay)	5	0.000365957	K15	BB	hom	FALSE
K5	CLI	Sake	Sake	Sake	Japan	no	B	2	euploid	Euploid	heterozygous	241	25. Sake	Washington University School of Medicine (Justin C Fay)	5	0.000586802	K5	BB	hom	FALSE
K9	CLK	Sake	Sake	Sake	Japan	no	B	2	aneu;+2*9;	Gain	heterozygous	275	25. Sake	Washington University School of Medicine (Justin C Fay)	5	0.000401017	K9	BB	het	FALSE
Ksc2-2B	CCQ	Tree exudate	Tree	Tree	Japan	no	B	2	euploid	Euploid	homozygous	240	18. Far East Asia	State Research Institute of Genetics and Selection of Industrial Microorganisms (Naumov G.I.)	Peter	0.000381194	Ksc2_2B	BB	hom	FALSE
Ksc40-8A	CCR	Tree exudate	Tree	Tree	Japan	no	A	2	euploid	Euploid	homozygous	247	18. Far East Asia	State Research Institute of Genetics and Selection of Industrial Microorganisms (Naumov G.I.)	Peter	0.000335415	Ksc40_8A	AA	hom	FALSE
Ksc73-2D	CCS	Tree exudate	Tree	Tree	Japan	no	B	2	euploid	Euploid	homozygous	258	18. Far East Asia	State Research Institute of Genetics and Selection of Industrial Microorganisms (Naumov G.I.)	Peter	0.000367295	Ksc73_2D	BB	hom	FALSE
L-1183	BSP	Wine	Wine	Wine	Uruguay	no	A	2	euploid	Euploid	homozygous	143	1. Wine/European	Pontificia Universidad Catolica de Chile (Claudio Martinez)	Peter	0.000212587	L_1183	AA	hom	FALSE
L-1191	ANQ	Wine	Wine	Wine	"Valle de Ica, Peru"	no	A	2	euploid	Euploid	homozygous	192	1. Wine/European	Universidad de Santiago de Chile (Francisco Cubillos) and Pontificia Universidad Catolica de Chile (Claudio Martinez)	11	0.000161533	L_1191	AA	hom	FALSE
L-1194	AVK	Wine	Wine	Wine	"Valle de Ica, Peru"	no	A	2	euploid	Euploid	homozygous	242	1. Wine/European	Universidad de Santiago de Chile (Francisco Cubillos) and Pontificia Universidad Catolica de Chile (Claudio Martinez)	11	0.000157068	L_1194	AA	hom	FALSE
L-1198	BTP	"Heterozygote, 12% Sporulation Efficiency"	Wine	Unknown	"Valle de Ica, Peru"	no	A	2	euploid	Euploid	heterozygous	221	1. Wine/European	Universidad de Santiago de Chile (Francisco Cubillos) and Pontificia Universidad Catolica de Chile (Claudio Martinez)	11	0.001651962	L_1198	AA	het	FALSE
